------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                0.27,           0.00131052
                0.28,          0.000950754
                0.29,          0.000684976
                 0.3,           0.00049135
                0.31,          0.000351906
                0.32,          0.000252561
                0.33,           0.00018269
                0.34,           0.00013455
                0.35,           0.00010271
                0.36,          8.35946e-05
                0.37,          7.51552e-05
                0.38,           7.6696e-05
                0.39,          8.88535e-05
                 0.4,          0.000113747
                0.41,          0.000155337
                0.42,          0.000220041
                0.43,          0.000317721
                0.44,          0.000463164
                0.45,          0.000678298
                0.46,          0.000995436
                0.47,           0.00146201
                0.48,           0.00214741
                0.49,           0.00315273
                 0.5,           0.00462452
                0.51,           0.00677368
                0.52,           0.00990058
                0.53,            0.0144266
                0.54,            0.0209305
                0.55,            0.0301838
                0.56,            0.0431728
                0.57,            0.0610892
                0.58,             0.085269
                0.59,              0.11707
                 0.6,             0.157704
                0.61,              0.20808
                0.62,               0.2687
                0.63,             0.339651
                0.64,             0.420679
                0.65,             0.511296
                0.66,             0.610892
                0.67,              0.71882
                0.68,             0.834458
                0.69,             0.957235
                 0.7,              1.08665
                0.71,              1.22227
                0.72,              1.36373
                0.73,              1.51072
                0.74,              1.66301
                0.75,              1.82038
                0.76,              1.98268
                0.77,              2.14977
                0.78,              2.32156
                0.79,              2.49796
                 0.8,              2.67894
                0.81,              2.93398
                0.82,               3.2406
                0.83,              3.54378
                0.84,              3.85087
                0.85,              4.16491
                0.86,              4.48764
                0.87,               4.8203
                0.88,              5.16375
                0.89,              5.51866
                 0.9,              5.88557
                0.91,              6.26481
                0.92,              6.65665
                0.93,              7.06118
                0.94,               7.4784
                0.95,              7.90815
                0.96,              8.35015
                0.97,              8.80402
                0.98,              9.26926
                0.99,              9.74528
                   1,              10.2314
                1.01,               10.727
                1.02,              11.2312
                1.03,              11.7434
                1.04,              12.2626
                1.05,              12.7883
                1.06,              13.3196
                1.07,              13.8559
                1.08,              14.3965
                1.09,              14.9408
                 1.1,              15.4883
                1.11,              16.0384
                1.12,              16.5907
                1.13,              17.1447
                1.14,              17.7001
                1.15,              18.2564
                1.16,              18.8134
                1.17,              19.3708
                1.18,              19.9284
                1.19,              20.4858
                 1.2,              21.0429
                1.21,              21.5994
                1.22,              22.1552
                1.23,              22.7102
                1.24,               23.264
                1.25,              23.8166
                1.26,              24.3676
                1.27,               24.917
                1.28,              25.4643
                1.29,              26.0092
                 1.3,              26.5513
                1.31,                27.09
                1.32,              27.6245
                1.33,              28.1537
                1.34,              28.6764
                1.35,              29.1909
                1.36,              29.6951
                1.37,              30.1866
                1.38,              30.6625
                1.39,              31.1201
                 1.4,              31.5563
                1.41,               31.969
                1.42,              32.3563
                1.43,              32.7175
                1.44,              33.0527
                1.45,              33.3627
                1.46,               33.649
                1.47,              33.9134
                1.48,              34.1578
                1.49,              34.3842

