------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                0.43,           0.00759788
                0.44,           0.00606917
                0.45,           0.00476486
                0.46,           0.00367565
                0.47,           0.00278758
                0.48,           0.00208139
                0.49,           0.00153336
                 0.5,           0.00111739
                0.51,          0.000807567
                0.52,          0.000580361
                0.53,          0.000415823
                0.54,           0.00029796
                0.55,          0.000214486
                0.56,          0.000156291
                0.57,          0.000116855
                0.58,          9.17228e-05
                0.59,          7.81146e-05
                 0.6,          7.46704e-05
                0.61,           8.1353e-05
                0.62,          9.95098e-05
                0.63,          0.000132121
                0.64,          0.000184278
                0.65,          0.000263972
                0.66,          0.000383301
                0.67,           0.00056029
                0.68,          0.000821574
                0.69,           0.00120632
                 0.7,           0.00177192
                0.71,           0.00260218
                0.72,            0.0038189
                0.73,           0.00559809
                0.74,           0.00819183
                0.75,            0.0119567
                0.76,             0.017388
                0.77,             0.025157
                0.78,            0.0361412
                0.79,            0.0514338
                 0.8,              0.07231
                0.81,             0.100135
                0.82,             0.136217
                0.83,             0.181633
                0.84,             0.237095
                0.85,             0.302893
                0.86,             0.378932
                0.87,             0.464825
                0.88,             0.560012
                0.89,             0.663854
                 0.9,             0.775713
                0.91,             0.894987
                0.92,              1.02114
                0.93,              1.15371
                0.94,              1.29229
                0.95,              1.43655
                0.96,              1.58622
                0.97,              1.74107
                0.98,              1.90092
                0.99,              2.06563
                   1,              2.23508
                1.01,              2.40919
                1.02,              2.58788
                1.03,              2.77113
                1.04,               3.0886
                1.05,              3.39198
                1.06,              3.69658
                1.07,              4.00688
                1.08,              4.32509
                1.09,              4.65267
                 1.1,              4.99061
                1.11,              5.33974
                1.12,              5.70056
                1.13,              6.07362
                1.14,              6.45915
                1.15,              6.85732
                1.16,              7.26821
                1.17,              7.69172
                1.18,              8.12763
                1.19,              8.57563
                 1.2,              9.03525
                1.21,              9.50596
                1.22,              9.98714
                1.23,              10.4781
                1.24,              10.9781
                1.25,              11.4864
                1.26,              12.0022
                1.27,              12.5247
                1.28,              13.0533
                1.29,              13.5872
                 1.3,              14.1257
                1.31,              14.6683
                1.32,              15.2142
                1.33,              15.7631
                1.34,              16.3143
                1.35,              16.8675
                1.36,              17.4223
                1.37,              17.9781
                1.38,              18.5349
                1.39,              19.0921
                 1.4,              19.6496
                1.41,              20.2071
                1.42,              20.7644
                1.43,              21.3212
                1.44,              21.8774
                1.45,              22.4328
                1.46,              22.9872
                1.47,              23.5405
                1.48,              24.0923
                1.49,              24.6425

