------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                   1,              1.64885
                1.01,              1.78134
                1.02,               1.9171
                1.03,              2.05605
                1.04,              2.19815
                1.05,              2.34333
                1.06,              2.49158
                1.07,              2.64287
                1.08,              2.86477
                1.09,              3.26967
                 1.1,              3.62242
                1.11,              3.96523
                1.12,              4.30808
                1.13,              4.65544
                1.14,              5.00972
                1.15,              5.37221
                1.16,              5.74364
                1.17,              6.12432
                1.18,              6.51419
                1.19,                6.913
                 1.2,              7.32025
                1.21,              7.73538
                1.22,              8.15764
                1.23,               8.5863
                1.24,              9.02055
                1.25,              9.45964
                1.26,              9.90281
                1.27,              10.3493
                1.28,              10.7986
                1.29,                11.25
                 1.3,              11.7029
                1.31,               12.157
                1.32,              12.6118
                1.33,              13.0668
                1.34,              13.5219
                1.35,              13.9766
                1.36,              14.4308
                1.37,              14.8843
                1.38,              15.3368
                1.39,              15.7882
                 1.4,              16.2384
                1.41,              16.6873
                1.42,              17.1347
                1.43,              17.5805
                1.44,              18.0247
                1.45,              18.4671
                1.46,              18.9077
                1.47,              19.3463
                1.48,              19.7828
                1.49,              20.2171

