1.4,27.09
1.41,27.6245
1.42,28.1537
1.43,28.6764
1.44,29.1909
1.45,29.6951
1.46,30.1866
1.47,30.6625
1.48,31.1201
1.49,31.5563
