------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                0.06,            0.0370656
                0.07,             0.032757
                0.08,            0.0287985
                0.09,            0.0251693
                 0.1,            0.0218502
                0.11,             0.018824
                0.12,            0.0160755
                0.13,            0.0135896
                0.14,            0.0113527
                0.15,            0.0093573
                0.16,           0.00759788
                0.17,           0.00606917
                0.18,           0.00476486
                0.19,           0.00367565
                 0.2,           0.00278758
                0.21,           0.00208139
                0.22,           0.00153336
                0.23,           0.00111739
                0.24,          0.000807567
                0.25,          0.000580361
                0.26,          0.000415823
                0.27,           0.00029796
                0.28,          0.000214486
                0.29,          0.000156291
                 0.3,          0.000116855
                0.31,          9.17228e-05
                0.32,          7.81146e-05
                0.33,          7.46704e-05
                0.34,           8.1353e-05
                0.35,          9.95098e-05
                0.36,          0.000132121
                0.37,          0.000184278
                0.38,          0.000263972
                0.39,          0.000383301
                 0.4,           0.00056029
                0.41,          0.000821574
                0.42,           0.00120632
                0.43,           0.00177192
                0.44,           0.00260218
                0.45,            0.0038189
                0.46,           0.00559809
                0.47,           0.00819183
                0.48,            0.0119567
                0.49,             0.017388
                 0.5,             0.025157
                0.51,            0.0361412
                0.52,            0.0514338
                0.53,              0.07231
                0.54,             0.100135
                0.55,             0.136217
                0.56,             0.181633
                0.57,             0.237095
                0.58,             0.302893
                0.59,             0.378932
                 0.6,             0.464825
                0.61,             0.560012
                0.62,             0.663854
                0.63,             0.775713
                0.64,             0.894987
                0.65,              1.02114
                0.66,              1.15371
                0.67,              1.29229
                0.68,              1.43655
                0.69,              1.58622
                 0.7,              1.74107
                0.71,              1.90092
                0.72,              2.06563
                0.73,              2.23508
                0.74,              2.40919
                0.75,              2.58788
                0.76,              2.77113
                0.77,               3.0886
                0.78,              3.39198
                0.79,              3.69658
                 0.8,              4.00688
                0.81,              4.32509
                0.82,              4.65267
                0.83,              4.99061
                0.84,              5.33974
                0.85,              5.70056
                0.86,              6.07362
                0.87,              6.45915
                0.88,              6.85732
                0.89,              7.26821
                 0.9,              7.69172
                0.91,              8.12763
                0.92,              8.57563
                0.93,              9.03525
                0.94,              9.50596
                0.95,              9.98714
                0.96,              10.4781
                0.97,              10.9781
                0.98,              11.4864
                0.99,              12.0022
                   1,              12.5247
                1.01,              13.0533
                1.02,              13.5872
                1.03,              14.1257
                1.04,              14.6683
                1.05,              15.2142
                1.06,              15.7631
                1.07,              16.3143
                1.08,              16.8675
                1.09,              17.4223
                 1.1,              17.9781
                1.11,              18.5349
                1.12,              19.0921
                1.13,              19.6496
                1.14,              20.2071
                1.15,              20.7644
                1.16,              21.3212
                1.17,              21.8774
                1.18,              22.4328
                1.19,              22.9872
                 1.2,              23.5405
                1.21,              24.0923
                1.22,              24.6425
                1.23,              25.1909
                1.24,              25.7371
                1.25,              26.2807
                1.26,              26.8211
                1.27,              27.3578
                1.28,              27.8898
                1.29,               28.416
                 1.3,              28.9348
                1.31,              29.4444
                1.32,              29.9426
                1.33,              30.4267
                1.34,              30.8938
                1.35,               31.341
                1.36,              31.7657
                1.37,              32.1659
                1.38,              32.5402
                1.39,              32.8884
                 1.4,              33.2108
                1.41,              33.5088
                1.42,              33.7838
                1.43,               34.038
                1.44,              34.2731
                1.45,              34.4913
                1.46,              34.6942
                1.47,              34.8835
                1.48,              35.0608
                1.49,              35.2274

