------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                1.26,              7.69172
                1.27,              8.12763
                1.28,              8.57563
                1.29,              9.03525
                 1.3,              9.50596
                1.31,              9.98714
                1.32,              10.4781
                1.33,              10.9781
                1.34,              11.4864
                1.35,              12.0022
                1.36,              12.5247
                1.37,              13.0533
                1.38,              13.5872
                1.39,              14.1257
                 1.4,              14.6683
                1.41,              15.2142
                1.42,              15.7631
                1.43,              16.3143
                1.44,              16.8675
                1.45,              17.4223
                1.46,              17.9781
                1.47,              18.5349
                1.48,              19.0921
                1.49,              19.6496

