------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                0.52,              11.7982
                0.53,              12.0965
                0.54,               12.393
                0.55,              12.6876
                0.56,              12.9802
                0.57,              13.2706
                0.58,              13.5587
                0.59,              13.8441
                 0.6,              14.1264
                0.61,               14.405
                0.62,              14.6792
                0.63,              14.9478
                0.64,              15.2096
                0.65,              15.4631
                0.66,              15.7066
                0.67,              15.9387
                0.68,              16.1578
                0.69,               16.363
                 0.7,               16.554
                0.71,              16.7308
                0.72,              16.8941
                0.73,              17.0447
                0.74,               17.184
                0.75,              17.3129
                0.76,              17.4328
                0.77,              17.5447
                0.78,              17.6495
                0.79,              17.7482
                 0.8,              17.8415
                0.81,              17.9301
                0.82,              18.0145
                0.83,              18.0954
                0.84,               18.173
                0.85,              18.2479
                0.86,              18.3203
                0.87,              18.3905
                0.88,              18.4586
                0.89,               18.525
                 0.9,              18.5899
                0.91,              18.6536
                0.92,              18.7161
                0.93,              18.7777
                0.94,              18.8384
                0.95,              18.8983
                0.96,              18.9577
                0.97,              19.0166
                0.98,               19.075
                0.99,              19.1331
                   1,               19.191
                1.01,              19.2486
                1.02,              19.3061
                1.03,              19.3636
                1.04,               19.421
                1.05,              19.4785
                1.06,              19.5361
                1.07,              19.5938
                1.08,              19.6516
                1.09,              19.7097
                 1.1,               19.768
                1.11,              19.8266
                1.12,              19.8855
                1.13,              19.9447
                1.14,              20.0042
                1.15,              20.0641
                1.16,              20.1244
                1.17,              20.1851
                1.18,              20.2462
                1.19,              20.3076
                 1.2,              20.3695
                1.21,              20.4318
                1.22,              20.4945
                1.23,              20.5577
                1.24,              20.6212
                1.25,              20.6852
                1.26,              20.7495
                1.27,              20.8143
                1.28,              20.8794
                1.29,              20.9449
                 1.3,              21.0107
                1.31,              21.0769
                1.32,              21.1434
                1.33,              21.2103
                1.34,              21.2774
                1.35,              21.3448
                1.36,              21.4125
                1.37,              21.4804
                1.38,              21.5486
                1.39,               21.617
                 1.4,              21.6856
                1.41,              21.7543
                1.42,              21.8232
                1.43,              21.8923
                1.44,              21.9615
                1.45,              22.0307
                1.46,              22.1001
                1.47,              22.1696
                1.48,              22.2391
                1.49,              22.3087

