------------------------------------------------------------
 transfer characteristics
------------------------------------------------------------
Vg (V), Ids (A)
                1.08,              20.2462
                1.09,              20.3076
                 1.1,              20.3695
                1.11,              20.4318
                1.12,              20.4945
                1.13,              20.5577
                1.14,              20.6212
                1.15,              20.6852
                1.16,              20.7495
                1.17,              20.8143
                1.18,              20.8794
                1.19,              20.9449
                 1.2,              21.0107
                1.21,              21.0769
                1.22,              21.1434
                1.23,              21.2103
                1.24,              21.2774
                1.25,              21.3448
                1.26,              21.4125
                1.27,              21.4804
                1.28,              21.5486
                1.29,               21.617
                 1.3,              21.6856
                1.31,              21.7543
                1.32,              21.8232
                1.33,              21.8923
                1.34,              21.9615
                1.35,              22.0307
                1.36,              22.1001
                1.37,              22.1696
                1.38,              22.2391
                1.39,              22.3087
                 1.4,              22.3783
                1.41,              22.4479
                1.42,              22.5176
                1.43,              22.5872
                1.44,              22.6568
                1.45,              22.7264
                1.46,               22.796
                1.47,              22.8655
                1.48,              22.9349
                1.49,              23.0043

