------------------------------------------------------------
 Ids vs. Vfg (pH = 2)
------------------------------------------------------------
Vfg (V), Ids (A/um)
               -0.08,          1.77026e-07
               -0.07,          1.72818e-07
               -0.06,          1.68504e-07
               -0.05,          1.64078e-07
               -0.04,          1.59528e-07
               -0.03,          1.54845e-07
               -0.02,          1.50016e-07
               -0.01,          1.45025e-07
                   0,          1.39858e-07
                0.01,          1.34491e-07
                0.02,          1.28901e-07
                0.03,          1.23058e-07
                0.04,          1.16923e-07
                0.05,          1.10448e-07
                0.06,          1.03568e-07
                0.07,          9.61981e-08
                0.08,          8.82142e-08
                0.09,          7.94319e-08
                 0.1,          6.95492e-08
                0.11,          5.80064e-08
                0.12,          4.35016e-08
                0.13,          2.04945e-08
                0.14,          2.86414e-08
                0.15,           4.2188e-08
                0.16,          5.10736e-08
                0.17,          5.78523e-08
                0.18,           6.3377e-08
                0.19,           6.8057e-08
                 0.2,           7.2126e-08
                0.21,           7.5733e-08
                0.22,          7.89801e-08
                0.23,          8.19416e-08
                0.24,          8.46745e-08
                0.25,          8.72243e-08
                0.26,          8.96289e-08
                0.27,          9.19215e-08
                0.28,          9.41324e-08
                0.29,          9.62904e-08
                 0.3,          9.84242e-08
                0.31,          1.00564e-07
                0.32,          1.02741e-07
                0.33,          1.04993e-07
                0.34,          1.07359e-07
                0.35,           1.0989e-07
                0.36,          1.12644e-07
                0.37,          1.15693e-07
                0.38,          1.19126e-07
                0.39,          1.23058e-07
                 0.4,          1.27636e-07
                0.41,          1.33051e-07
                0.42,          1.39557e-07
                0.43,          1.47496e-07
                0.44,          1.57332e-07
                0.45,          1.69705e-07
                0.46,          1.85498e-07
                0.47,          2.05929e-07
                0.48,          2.32651e-07
                0.49,          2.67825e-07
                 0.5,          3.14121e-07
                0.51,          3.74651e-07
                0.52,           4.5393e-07
                0.53,          5.58039e-07
                0.54,          6.85119e-07
                0.55,           8.3529e-07
                0.56,          1.00947e-06
                0.57,          1.20842e-06
                0.58,          1.43267e-06
                0.59,          1.68254e-06
                 0.6,          1.95811e-06
                0.61,          2.25925e-06
                0.62,          2.58561e-06
                0.63,          2.93662e-06
                0.64,          3.31155e-06
                0.65,          3.70955e-06
                0.66,          4.12966e-06
                0.67,          4.57084e-06
                0.68,          5.03204e-06
                0.69,          5.51215e-06
                 0.7,          6.01013e-06
                0.71,          6.52491e-06
                0.72,          7.05548e-06
                0.73,          7.60088e-06
                0.74,          8.16018e-06
                0.75,          8.73252e-06
                0.76,          9.31707e-06
                0.77,          9.91307e-06
                0.78,          1.05198e-05
                0.79,          1.11366e-05
                 0.8,          1.17629e-05
                0.81,          1.23981e-05
                0.82,          1.30416e-05
                0.83,           1.3693e-05
                0.84,          1.43517e-05
                0.85,          1.50175e-05
                0.86,          1.56898e-05
                0.87,          1.63683e-05
                0.88,          1.70528e-05
                0.89,          1.77427e-05
                 0.9,           1.8438e-05
                0.91,          1.91382e-05
                0.92,          1.98432e-05
                0.93,          2.05526e-05
                0.94,          2.12664e-05
                0.95,          2.19842e-05
                0.96,          2.27058e-05
                0.97,          2.34312e-05
                0.98,          2.41601e-05
                0.99,          2.48924e-05
                   1,          2.56278e-05
                1.01,          2.63664e-05
                1.02,          2.71079e-05
                1.03,          2.78522e-05
                1.04,          2.85992e-05
                1.05,          2.93488e-05
                1.06,          3.01009e-05
                1.07,          3.08554e-05
                1.08,          3.16122e-05
                1.09,          3.23712e-05
                 1.1,          3.31323e-05
                1.11,          3.38954e-05
                1.12,          3.46606e-05
                1.13,          3.54276e-05
                1.14,          3.61964e-05
                1.15,          3.69671e-05
                1.16,          3.77394e-05
                1.17,          3.85134e-05
                1.18,           3.9289e-05
                1.19,          4.00661e-05
                 1.2,          4.08447e-05
                1.21,          4.16248e-05
                1.22,          4.24063e-05
                1.23,          4.31891e-05
                1.24,          4.39732e-05
                1.25,          4.47586e-05
                1.26,          4.55453e-05
                1.27,          4.63331e-05
                1.28,          4.71221e-05
                1.29,          4.79123e-05
                 1.3,          4.87035e-05
                1.31,          4.94958e-05
                1.32,          5.02892e-05
                1.33,          5.10835e-05
                1.34,          5.18789e-05
                1.35,          5.26752e-05
                1.36,          5.34724e-05
                1.37,          5.42706e-05
                1.38,          5.50696e-05
                1.39,          5.58695e-05
                 1.4,          5.66702e-05
                1.41,          5.74718e-05
                1.42,          5.82741e-05
                1.43,          5.90772e-05
                1.44,          5.98811e-05
                1.45,          6.06858e-05
                1.46,          6.14911e-05
                1.47,          6.22972e-05
                1.48,          6.31039e-05
                1.49,          6.39114e-05
                 1.5,          6.47195e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 9)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.43517e-06
               -1.49,          1.42536e-06
               -1.48,          1.41555e-06
               -1.47,          1.40573e-06
               -1.46,          1.39591e-06
               -1.45,          1.38609e-06
               -1.44,          1.37627e-06
               -1.43,          1.36644e-06
               -1.42,          1.35661e-06
               -1.41,          1.34678e-06
                -1.4,          1.33695e-06
               -1.39,          1.32711e-06
               -1.38,          1.31727e-06
               -1.37,          1.30743e-06
               -1.36,          1.29758e-06
               -1.35,          1.28774e-06
               -1.34,          1.27788e-06
               -1.33,          1.26803e-06
               -1.32,          1.25817e-06
               -1.31,          1.24831e-06
                -1.3,          1.23844e-06
               -1.29,          1.22858e-06
               -1.28,           1.2187e-06
               -1.27,          1.20883e-06
               -1.26,          1.19895e-06
               -1.25,          1.18906e-06
               -1.24,          1.17917e-06
               -1.23,          1.16928e-06
               -1.22,          1.15938e-06
               -1.21,          1.14948e-06
                -1.2,          1.13957e-06
               -1.19,          1.12966e-06
               -1.18,          1.11974e-06
               -1.17,          1.10982e-06
               -1.16,          1.09989e-06
               -1.15,          1.08996e-06
               -1.14,          1.08002e-06
               -1.13,          1.07008e-06
               -1.12,          1.06013e-06
               -1.11,          1.05017e-06
                -1.1,          1.04021e-06
               -1.09,          1.03023e-06
               -1.08,          1.02026e-06
               -1.07,          1.01027e-06
               -1.06,          1.00028e-06
               -1.05,          9.90278e-07
               -1.04,          9.80268e-07
               -1.03,          9.70251e-07
               -1.02,          9.60224e-07
               -1.01,          9.50188e-07
                  -1,          9.40143e-07
               -0.99,          9.30087e-07
               -0.98,          9.20021e-07
               -0.97,          9.09944e-07
               -0.96,          8.99855e-07
               -0.95,          8.89755e-07
               -0.94,          8.79642e-07
               -0.93,          8.69516e-07
               -0.92,          8.59376e-07
               -0.91,          8.49223e-07
                -0.9,          8.39054e-07
               -0.89,          8.28869e-07
               -0.88,          8.18667e-07
               -0.87,          8.08449e-07
               -0.86,          7.98212e-07
               -0.85,          7.87955e-07
               -0.84,          7.77678e-07
               -0.83,           7.6738e-07
               -0.82,          7.57058e-07
               -0.81,          7.46713e-07
                -0.8,          7.36342e-07
               -0.79,          7.25943e-07
               -0.78,          7.15516e-07
               -0.77,          7.05058e-07
               -0.76,          6.94566e-07
               -0.75,           6.8404e-07
               -0.74,          6.73476e-07
               -0.73,          6.62871e-07
               -0.72,          6.52222e-07
               -0.71,          6.41526e-07
                -0.7,          6.30779e-07
               -0.69,          6.19977e-07
               -0.68,          6.09114e-07
               -0.67,          5.98186e-07
               -0.66,          5.87186e-07
               -0.65,          5.76106e-07
               -0.64,          5.64938e-07
               -0.63,          5.53673e-07
               -0.62,            5.423e-07
               -0.61,          5.30804e-07
                -0.6,           5.1917e-07
               -0.59,          5.07378e-07
               -0.58,          4.95403e-07
               -0.57,          4.83218e-07
               -0.56,          4.70782e-07
               -0.55,          4.58046e-07
               -0.54,          4.44944e-07
               -0.53,          4.31383e-07
               -0.52,          4.17225e-07
               -0.51,          4.02259e-07
                -0.5,          3.86118e-07
               -0.49,          3.68062e-07
               -0.48,          3.46066e-07
               -0.47,                    0
               -0.46,                    0
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,                    0
                -0.2,                    0
               -0.19,                    0
               -0.18,                    0
               -0.17,                    0
               -0.16,                    0
               -0.15,          2.14362e-07
               -0.14,            2.109e-07
               -0.13,           2.0738e-07
               -0.12,            2.038e-07
               -0.11,          2.00155e-07
                -0.1,          1.96443e-07
               -0.09,          1.92659e-07
               -0.08,            1.888e-07
               -0.07,           1.8486e-07
               -0.06,          1.80834e-07
               -0.05,          1.76716e-07
               -0.04,          1.72501e-07
               -0.03,          1.68179e-07
               -0.02,          1.63743e-07
               -0.01,          1.59184e-07
                   0,          1.54491e-07
                0.01,           1.4965e-07
                0.02,          1.44647e-07
                0.03,          1.39465e-07
                0.04,          1.34083e-07
                0.05,          1.28476e-07
                0.06,          1.22612e-07
                0.07,          1.16453e-07
                0.08,           1.0995e-07
                0.09,          1.03038e-07
                 0.1,          9.56264e-08
                0.11,          8.75904e-08
                0.12,          7.87384e-08
                0.13,           6.8756e-08
                0.14,          5.70529e-08
                0.15,          4.22217e-08
                0.16,          1.76151e-08
                0.17,           2.9966e-08
                0.18,          4.29582e-08
                0.19,          5.16364e-08
                 0.2,          5.83007e-08
                0.21,          6.37513e-08
                0.22,          6.83791e-08
                0.23,          7.24093e-08
                0.24,          7.59864e-08
                0.25,          7.92099e-08
                0.26,          8.21526e-08
                0.27,          8.48704e-08
                0.28,          8.74081e-08
                0.29,          8.98033e-08
                 0.3,          9.20888e-08
                0.31,          9.42947e-08
                0.32,          9.64499e-08
                0.33,          9.85831e-08
                0.34,          1.00724e-07
                0.35,          1.02906e-07
                0.36,          1.05165e-07
                0.37,          1.07542e-07
                0.38,          1.10087e-07
                0.39,           1.1286e-07
                 0.4,          1.15934e-07
                0.41,            1.194e-07
                0.42,          1.23375e-07
                0.43,          1.28008e-07
                0.44,          1.33495e-07
                0.45,          1.40095e-07
                0.46,          1.48158e-07
                0.47,          1.58158e-07
                0.48,          1.70752e-07
                0.49,          1.86844e-07
                 0.5,          2.07681e-07
                0.51,          2.34952e-07
                0.52,          2.70857e-07
                0.53,          3.18101e-07
                0.54,          3.79833e-07
                0.55,           4.6082e-07
                0.56,          5.66724e-07
                0.57,          6.95487e-07
                0.58,          8.47405e-07
                0.59,          1.02339e-06
                 0.6,          1.22419e-06
                0.61,          1.45031e-06
                0.62,          1.70206e-06
                0.63,           1.9795e-06
                0.64,          2.28249e-06
                0.65,          2.61065e-06
                0.66,           2.9634e-06
                0.67,          3.34001e-06
                0.68,           3.7396e-06
                0.69,          4.16123e-06
                 0.7,          4.60383e-06
                0.71,          5.06636e-06
                0.72,          5.54773e-06
                0.73,          6.04687e-06
                0.74,          6.56273e-06
                0.75,           7.0943e-06
                0.76,          7.64062e-06
                0.77,          8.20076e-06
                0.78,          8.77388e-06
                0.79,          9.35915e-06
                 0.8,          9.95581e-06
                0.81,          1.05632e-05
                0.82,          1.11805e-05
                0.83,          1.18073e-05
                0.84,          1.24429e-05
                0.85,          1.30868e-05
                0.86,          1.37386e-05
                0.87,          1.43977e-05
                0.88,          1.50637e-05
                0.89,          1.57363e-05
                 0.9,          1.64151e-05
                0.91,          1.70998e-05
                0.92,          1.77899e-05
                0.93,          1.84853e-05
                0.94,          1.91857e-05
                0.95,          1.98908e-05
                0.96,          2.06004e-05
                0.97,          2.13142e-05
                0.98,          2.20321e-05
                0.99,          2.27538e-05
                   1,          2.34792e-05
                1.01,          2.42082e-05
                1.02,          2.49405e-05
                1.03,          2.56759e-05
                1.04,          2.64145e-05
                1.05,           2.7156e-05
                1.06,          2.79003e-05
                1.07,          2.86472e-05
                1.08,          2.93968e-05
                1.09,          3.01488e-05
                 1.1,          3.09033e-05
                1.11,            3.166e-05
                1.12,          3.24189e-05
                1.13,          3.31799e-05
                1.14,           3.3943e-05
                1.15,           3.4708e-05
                1.16,          3.54749e-05
                1.17,          3.62437e-05
                1.18,          3.70142e-05
                1.19,          3.77865e-05
                 1.2,          3.85603e-05
                1.21,          3.93358e-05
                1.22,          4.01128e-05
                1.23,          4.08913e-05
                1.24,          4.16712e-05
                1.25,          4.24525e-05
                1.26,          4.32352e-05
                1.27,          4.40192e-05
                1.28,          4.48045e-05
                1.29,          4.55909e-05
                 1.3,          4.63786e-05
                1.31,          4.71675e-05
                1.32,          4.79575e-05
                1.33,          4.87486e-05
                1.34,          4.95407e-05
                1.35,          5.03339e-05
                1.36,          5.11281e-05
                1.37,          5.19232e-05
                1.38,          5.27194e-05
                1.39,          5.35164e-05
                 1.4,          5.43144e-05
                1.41,          5.51132e-05
                1.42,          5.59129e-05
                1.43,          5.67135e-05
                1.44,          5.75148e-05
                1.45,           5.8317e-05
                1.46,          5.91199e-05
                1.47,          5.99236e-05
                1.48,          6.07281e-05
                1.49,          6.15332e-05
                 1.5,          6.23391e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 10)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.45165e-06
               -1.49,          1.44184e-06
               -1.48,          1.43203e-06
               -1.47,          1.42222e-06
               -1.46,           1.4124e-06
               -1.45,          1.40259e-06
               -1.44,          1.39277e-06
               -1.43,          1.38295e-06
               -1.42,          1.37312e-06
               -1.41,          1.36329e-06
                -1.4,          1.35346e-06
               -1.39,          1.34363e-06
               -1.38,           1.3338e-06
               -1.37,          1.32396e-06
               -1.36,          1.31412e-06
               -1.35,          1.30428e-06
               -1.34,          1.29443e-06
               -1.33,          1.28458e-06
               -1.32,          1.27473e-06
               -1.31,          1.26487e-06
                -1.3,          1.25501e-06
               -1.29,          1.24515e-06
               -1.28,          1.23528e-06
               -1.27,          1.22541e-06
               -1.26,          1.21554e-06
               -1.25,          1.20566e-06
               -1.24,          1.19578e-06
               -1.23,          1.18589e-06
               -1.22,            1.176e-06
               -1.21,          1.16611e-06
                -1.2,          1.15621e-06
               -1.19,          1.14631e-06
               -1.18,           1.1364e-06
               -1.17,          1.12648e-06
               -1.16,          1.11657e-06
               -1.15,          1.10664e-06
               -1.14,          1.09671e-06
               -1.13,          1.08678e-06
               -1.12,          1.07684e-06
               -1.11,          1.06689e-06
                -1.1,          1.05694e-06
               -1.09,          1.04698e-06
               -1.08,          1.03701e-06
               -1.07,          1.02704e-06
               -1.06,          1.01706e-06
               -1.05,          1.00707e-06
               -1.04,          9.97076e-07
               -1.03,          9.87072e-07
               -1.02,           9.7706e-07
               -1.01,           9.6704e-07
                  -1,           9.5701e-07
               -0.99,          9.46971e-07
               -0.98,          9.36922e-07
               -0.97,          9.26863e-07
               -0.96,          9.16794e-07
               -0.95,          9.06713e-07
               -0.94,          8.96621e-07
               -0.93,          8.86517e-07
               -0.92,            8.764e-07
               -0.91,          8.66269e-07
                -0.9,          8.56125e-07
               -0.89,          8.45967e-07
               -0.88,          8.35793e-07
               -0.87,          8.25603e-07
               -0.86,          8.15396e-07
               -0.85,          8.05171e-07
               -0.84,          7.94928e-07
               -0.83,          7.84665e-07
               -0.82,          7.74382e-07
               -0.81,          7.64076e-07
                -0.8,          7.53747e-07
               -0.79,          7.43394e-07
               -0.78,          7.33014e-07
               -0.77,          7.22606e-07
               -0.76,          7.12169e-07
               -0.75,          7.01701e-07
               -0.74,          6.91198e-07
               -0.73,           6.8066e-07
               -0.72,          6.70083e-07
               -0.71,          6.59464e-07
                -0.7,          6.48801e-07
               -0.69,          6.38089e-07
               -0.68,          6.27325e-07
               -0.67,          6.16504e-07
               -0.66,          6.05621e-07
               -0.65,           5.9467e-07
               -0.64,          5.83645e-07
               -0.63,          5.72538e-07
               -0.62,          5.61341e-07
               -0.61,          5.50043e-07
                -0.6,          5.38631e-07
               -0.59,          5.27093e-07
               -0.58,          5.15411e-07
               -0.57,          5.03563e-07
               -0.56,          4.91525e-07
               -0.55,          4.79263e-07
               -0.54,          4.66738e-07
               -0.53,          4.53893e-07
               -0.52,          4.40656e-07
               -0.51,          4.26921e-07
                -0.5,          4.12533e-07
               -0.49,          3.97241e-07
               -0.48,          3.80597e-07
               -0.47,          3.61626e-07
               -0.46,           3.3711e-07
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,                    0
                -0.2,                    0
               -0.19,                    0
               -0.18,                    0
               -0.17,                    0
               -0.16,                    0
               -0.15,                    0
               -0.14,                    0
               -0.13,          2.13259e-07
               -0.12,          2.09779e-07
               -0.11,           2.0624e-07
                -0.1,           2.0264e-07
               -0.09,          1.98974e-07
               -0.08,          1.95239e-07
               -0.07,          1.91432e-07
               -0.06,          1.87547e-07
               -0.05,           1.8358e-07
               -0.04,          1.79525e-07
               -0.03,          1.75377e-07
               -0.02,          1.71128e-07
               -0.01,          1.66771e-07
                   0,          1.62297e-07
                0.01,          1.57696e-07
                0.02,          1.52957e-07
                0.03,          1.48066e-07
                0.04,          1.43008e-07
                0.05,          1.37764e-07
                0.06,          1.32313e-07
                0.07,          1.26627e-07
                0.08,          1.20674e-07
                0.09,          1.14411e-07
                 0.1,          1.07784e-07
                0.11,          1.00723e-07
                0.12,          9.31281e-08
                0.13,          8.48558e-08
                0.14,          7.56847e-08
                0.15,          6.52367e-08
                0.16,          5.27586e-08
                0.17,          3.62091e-08
                0.18,          1.15978e-08
                0.19,          3.49142e-08
                 0.2,          4.60403e-08
                0.21,          5.39386e-08
                0.22,           6.0155e-08
                0.23,            6.531e-08
                0.24,          6.97268e-08
                0.25,          7.35988e-08
                0.26,          7.70534e-08
                0.27,            8.018e-08
                0.28,          8.30452e-08
                0.29,          8.57009e-08
                 0.3,          8.81891e-08
                0.31,          9.05457e-08
                0.32,          9.28026e-08
                0.33,          9.49892e-08
                0.34,          9.71341e-08
                0.35,          9.92665e-08
                0.36,          1.01417e-07
                0.37,          1.03619e-07
                0.38,          1.05911e-07
                0.39,          1.08336e-07
                 0.4,          1.10947e-07
                0.41,          1.13808e-07
                0.42,          1.16997e-07
                0.43,          1.20612e-07
                0.44,          1.24779e-07
                0.45,          1.29662e-07
                0.46,          1.35473e-07
                0.47,          1.42498e-07
                0.48,          1.51122e-07
                0.49,          1.61872e-07
                 0.5,          1.75473e-07
                0.51,           1.9293e-07
                0.52,           2.1562e-07
                0.53,          2.45392e-07
                0.54,          2.84612e-07
                0.55,          3.36129e-07
                0.56,          4.03309e-07
                0.57,           4.9212e-07
                0.58,          6.05501e-07
                0.59,          7.41578e-07
                 0.6,          9.01113e-07
                0.61,          1.08498e-06
                0.62,          1.29384e-06
                0.63,          1.52815e-06
                0.64,          1.78814e-06
                0.65,           2.0738e-06
                0.66,           2.3849e-06
                0.67,          2.72101e-06
                0.68,          3.08149e-06
                0.69,          3.46558e-06
                 0.7,          3.87235e-06
                0.71,          4.30081e-06
                0.72,          4.74993e-06
                0.73,          5.21862e-06
                0.74,          5.70581e-06
                0.75,          6.21042e-06
                0.76,          6.73144e-06
                0.77,          7.26785e-06
                0.78,          7.81871e-06
                0.79,          8.38312e-06
                 0.8,          8.96023e-06
                0.81,          9.54924e-06
                0.82,          1.01494e-05
                0.83,          1.07601e-05
                0.84,          1.13805e-05
                0.85,          1.20102e-05
                0.86,          1.26486e-05
                0.87,          1.32951e-05
                0.88,          1.39492e-05
                0.89,          1.46106e-05
                 0.9,          1.52788e-05
                0.91,          1.59535e-05
                0.92,          1.66342e-05
                0.93,          1.73207e-05
                0.94,          1.80126e-05
                0.95,          1.87096e-05
                0.96,          1.94115e-05
                0.97,          2.01181e-05
                0.98,          2.08291e-05
                0.99,          2.15443e-05
                   1,          2.22634e-05
                1.01,          2.29864e-05
                1.02,           2.3713e-05
                1.03,           2.4443e-05
                1.04,          2.51764e-05
                1.05,          2.59129e-05
                1.06,          2.66524e-05
                1.07,          2.73948e-05
                1.08,            2.814e-05
                1.09,          2.88878e-05
                 1.1,          2.96382e-05
                1.11,          3.03911e-05
                1.12,          3.11463e-05
                1.13,          3.19037e-05
                1.14,          3.26633e-05
                1.15,          3.34251e-05
                1.16,          3.41888e-05
                1.17,          3.49545e-05
                1.18,           3.5722e-05
                1.19,          3.64914e-05
                 1.2,          3.72625e-05
                1.21,          3.80352e-05
                1.22,          3.88097e-05
                1.23,          3.95856e-05
                1.24,          4.03632e-05
                1.25,          4.11421e-05
                1.26,          4.19225e-05
                1.27,          4.27043e-05
                1.28,          4.34875e-05
                1.29,          4.42719e-05
                 1.3,          4.50576e-05
                1.31,          4.58445e-05
                1.32,          4.66326e-05
                1.33,          4.74218e-05
                1.34,          4.82122e-05
                1.35,          4.90036e-05
                1.36,          4.97961e-05
                1.37,          5.05897e-05
                1.38,          5.13842e-05
                1.39,          5.21797e-05
                 1.4,          5.29762e-05
                1.41,          5.37736e-05
                1.42,          5.45718e-05
                1.43,           5.5371e-05
                1.44,           5.6171e-05
                1.45,          5.69718e-05
                1.46,          5.77735e-05
                1.47,          5.85759e-05
                1.48,          5.93791e-05
                1.49,          6.01831e-05
                 1.5,          6.09878e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 11)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.45588e-06
               -1.49,          1.44608e-06
               -1.48,          1.43627e-06
               -1.47,          1.42645e-06
               -1.46,          1.41664e-06
               -1.45,          1.40683e-06
               -1.44,          1.39701e-06
               -1.43,          1.38719e-06
               -1.42,          1.37736e-06
               -1.41,          1.36754e-06
                -1.4,          1.35771e-06
               -1.39,          1.34788e-06
               -1.38,          1.33804e-06
               -1.37,          1.32821e-06
               -1.36,          1.31837e-06
               -1.35,          1.30853e-06
               -1.34,          1.29868e-06
               -1.33,          1.28883e-06
               -1.32,          1.27898e-06
               -1.31,          1.26913e-06
                -1.3,          1.25927e-06
               -1.29,          1.24941e-06
               -1.28,          1.23954e-06
               -1.27,          1.22967e-06
               -1.26,           1.2198e-06
               -1.25,          1.20993e-06
               -1.24,          1.20005e-06
               -1.23,          1.19016e-06
               -1.22,          1.18027e-06
               -1.21,          1.17038e-06
                -1.2,          1.16048e-06
               -1.19,          1.15058e-06
               -1.18,          1.14068e-06
               -1.17,          1.13077e-06
               -1.16,          1.12085e-06
               -1.15,          1.11093e-06
               -1.14,            1.101e-06
               -1.13,          1.09107e-06
               -1.12,          1.08113e-06
               -1.11,          1.07119e-06
                -1.1,          1.06124e-06
               -1.09,          1.05128e-06
               -1.08,          1.04132e-06
               -1.07,          1.03135e-06
               -1.06,          1.02137e-06
               -1.05,          1.01138e-06
               -1.04,          1.00139e-06
               -1.03,          9.91393e-07
               -1.02,          9.81384e-07
               -1.01,          9.71368e-07
                  -1,          9.61342e-07
               -0.99,          9.51307e-07
               -0.98,          9.41263e-07
               -0.97,          9.31208e-07
               -0.96,          9.21143e-07
               -0.95,          9.11068e-07
               -0.94,           9.0098e-07
               -0.93,          8.90881e-07
               -0.92,           8.8077e-07
               -0.91,          8.70646e-07
                -0.9,          8.60507e-07
               -0.89,          8.50355e-07
               -0.88,          8.40188e-07
               -0.87,          8.30005e-07
               -0.86,          8.19806e-07
               -0.85,          8.09589e-07
               -0.84,          7.99354e-07
               -0.83,            7.891e-07
               -0.82,          7.78825e-07
               -0.81,          7.68529e-07
                -0.8,           7.5821e-07
               -0.79,          7.47868e-07
               -0.78,            7.375e-07
               -0.77,          7.27104e-07
               -0.76,           7.1668e-07
               -0.75,          7.06226e-07
               -0.74,          6.95738e-07
               -0.73,          6.85216e-07
               -0.72,          6.74656e-07
               -0.71,          6.64055e-07
                -0.7,          6.53412e-07
               -0.69,          6.42721e-07
               -0.68,           6.3198e-07
               -0.67,          6.21184e-07
               -0.66,          6.10329e-07
               -0.65,          5.99408e-07
               -0.64,          5.88416e-07
               -0.63,          5.77346e-07
               -0.62,          5.66189e-07
               -0.61,          5.54935e-07
                -0.6,          5.43574e-07
               -0.59,          5.32093e-07
               -0.58,          5.20475e-07
               -0.57,          5.08701e-07
               -0.56,          4.96749e-07
               -0.55,          4.84589e-07
               -0.54,          4.72183e-07
               -0.53,          4.59484e-07
               -0.52,          4.46427e-07
               -0.51,          4.32922e-07
                -0.5,           4.1884e-07
               -0.49,          4.03979e-07
               -0.48,          3.87995e-07
               -0.47,          3.70213e-07
               -0.46,          3.48869e-07
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,                    0
                -0.2,                    0
               -0.19,                    0
               -0.18,                    0
               -0.17,                    0
               -0.16,                    0
               -0.15,                    0
               -0.14,                    0
               -0.13,          2.14745e-07
               -0.12,          2.11289e-07
               -0.11,          2.07776e-07
                -0.1,          2.04203e-07
               -0.09,          2.00565e-07
               -0.08,          1.96861e-07
               -0.07,          1.93086e-07
               -0.06,          1.89235e-07
               -0.05,          1.85304e-07
               -0.04,          1.81288e-07
               -0.03,          1.77181e-07
               -0.02,          1.72976e-07
               -0.01,          1.68667e-07
                   0,          1.64245e-07
                0.01,            1.597e-07
                0.02,          1.55022e-07
                0.03,          1.50198e-07
                0.04,          1.45214e-07
                0.05,          1.40053e-07
                0.06,          1.34695e-07
                0.07,          1.29114e-07
                0.08,           1.2328e-07
                0.09,          1.17157e-07
                 0.1,          1.10695e-07
                0.11,          1.03832e-07
                0.12,          9.64823e-08
                0.13,           8.8524e-08
                0.14,          7.97757e-08
                0.15,          6.99416e-08
                0.16,          5.84763e-08
                0.17,          4.41261e-08
                0.18,          2.17886e-08
                0.19,          2.79491e-08
                 0.2,          4.17955e-08
                0.21,          5.07888e-08
                0.22,          5.76262e-08
                0.23,          6.31887e-08
                0.24,          6.78951e-08
                0.25,          7.19838e-08
                0.26,          7.56059e-08
                0.27,          7.88649e-08
                0.28,           8.1836e-08
                0.29,          8.45765e-08
                 0.3,          8.71324e-08
                0.31,          8.95418e-08
                0.32,           9.1838e-08
                0.33,          9.40514e-08
                0.34,          9.62108e-08
                0.35,           9.8345e-08
                0.36,          1.00484e-07
                0.37,          1.02659e-07
                0.38,          1.04907e-07
                0.39,          1.07269e-07
                 0.4,          1.09793e-07
                0.41,          1.12537e-07
                0.42,          1.15573e-07
                0.43,           1.1899e-07
                0.44,          1.22902e-07
                0.45,          1.27453e-07
                0.46,          1.32832e-07
                0.47,          1.39293e-07
                0.48,          1.47171e-07
                0.49,          1.56926e-07
                 0.5,          1.69191e-07
                0.51,          1.84837e-07
                0.52,           2.0507e-07
                0.53,          2.31523e-07
                0.54,          2.66338e-07
                0.55,          3.12167e-07
                0.56,          3.72105e-07
                0.57,          4.50548e-07
                0.58,          5.53745e-07
                0.59,          6.79979e-07
                 0.6,          8.29266e-07
                0.61,          1.00253e-06
                0.62,          1.20053e-06
                0.63,          1.42381e-06
                0.64,           1.6727e-06
                0.65,          1.94729e-06
                0.66,          2.24746e-06
                0.67,          2.57284e-06
                0.68,           2.9229e-06
                0.69,          3.29691e-06
                 0.7,          3.69401e-06
                0.71,          4.11325e-06
