------------------------------------------------------------
 Ids vs. Vfg (pH = 2)
------------------------------------------------------------
Vfg (V), Ids (A/um)
               -0.94,          7.42368e-07
               -0.93,          7.31988e-07
               -0.92,          7.21579e-07
               -0.91,          7.11141e-07
                -0.9,          7.00671e-07
               -0.89,          6.90167e-07
               -0.88,          6.79627e-07
               -0.87,          6.69048e-07
               -0.86,          6.58427e-07
               -0.85,          6.47761e-07
               -0.84,          6.37046e-07
               -0.83,          6.26278e-07
               -0.82,          6.15454e-07
               -0.81,          6.04566e-07
                -0.8,          5.93611e-07
               -0.79,           5.8258e-07
               -0.78,          5.71467e-07
               -0.77,          5.60262e-07
               -0.76,          5.48956e-07
               -0.75,          5.37535e-07
               -0.74,          5.25986e-07
               -0.73,          5.14291e-07
               -0.72,          5.02429e-07
               -0.71,          4.90373e-07
                -0.7,          4.78091e-07
               -0.69,           4.6554e-07
               -0.68,          4.52665e-07
               -0.67,          4.39388e-07
               -0.66,          4.25603e-07
               -0.65,          4.11146e-07
               -0.64,          3.95755e-07
               -0.63,          3.78952e-07
               -0.62,          3.59676e-07
               -0.61,          3.34157e-07
                -0.6,                    0
               -0.59,                    0
               -0.58,                    0
               -0.57,                    0
               -0.56,                    0
               -0.55,                    0
               -0.54,                    0
               -0.53,                    0
               -0.52,                    0
               -0.51,                    0
                -0.5,                    0
               -0.49,                    0
               -0.48,                    0
               -0.47,                    0
               -0.46,                    0
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,           2.1295e-07
               -0.27,          2.09466e-07
               -0.26,          2.05922e-07
               -0.25,          2.02317e-07
               -0.24,          1.98645e-07
               -0.23,          1.94905e-07
               -0.22,          1.91092e-07
               -0.21,            1.872e-07
                -0.2,          1.83227e-07
               -0.19,          1.79165e-07
               -0.18,          1.75009e-07
               -0.17,          1.70751e-07
               -0.16,          1.66385e-07
               -0.15,          1.61901e-07
               -0.14,          1.57289e-07
               -0.13,          1.52538e-07
               -0.12,          1.47634e-07
               -0.11,          1.42562e-07
                -0.1,          1.37302e-07
               -0.09,          1.31833e-07
               -0.08,          1.26126e-07
               -0.07,          1.20149e-07
               -0.06,          1.13858e-07
               -0.05,          1.07199e-07
               -0.04,          1.00098e-07
               -0.03,          9.24526e-08
               -0.02,          8.41154e-08
               -0.01,          7.48552e-08
                   0,          6.42745e-08
                0.01,          5.15664e-08
                0.02,          3.44526e-08
                0.03,           1.5407e-08
                0.04,          3.60627e-08
                0.05,          4.67982e-08
                0.06,          5.45161e-08
                0.07,          6.06249e-08
                0.08,          6.57075e-08
                0.09,          7.00719e-08
                 0.1,          7.39043e-08
                0.11,           7.7328e-08
                0.12,          8.04302e-08
                0.13,          8.32758e-08
                0.14,          8.59157e-08
                0.15,          8.83914e-08
                0.16,          9.07383e-08
                0.17,           9.2988e-08
                0.18,          9.51699e-08
                0.19,          9.73126e-08
                 0.2,          9.94451e-08
                0.21,          1.01598e-07
                0.22,          1.03806e-07
                0.23,          1.06107e-07
                0.24,          1.08546e-07
                0.25,          1.11175e-07
                0.26,          1.14059e-07
                0.27,          1.17279e-07
                0.28,          1.20935e-07
                0.29,          1.25155e-07
                 0.3,          1.30105e-07
                0.31,          1.36005e-07
                0.32,          1.43147e-07
                0.33,          1.51925e-07
                0.34,           1.6288e-07
                0.35,          1.76759e-07
                0.36,          1.94593e-07
                0.37,          2.17797e-07
                0.38,          2.48264e-07
                0.39,          2.88407e-07
                 0.4,          3.41117e-07
                0.41,          4.09853e-07
                0.42,          5.00892e-07
                0.43,          6.16343e-07
                0.44,          7.54589e-07
                0.45,          9.16468e-07
                0.46,          1.10286e-06
                0.47,          1.31443e-06
                0.48,          1.55162e-06
                0.49,          1.81467e-06
                 0.5,          2.10357e-06
                0.51,          2.41808e-06
                0.52,          2.75776e-06
                0.53,          3.12196e-06
                0.54,          3.50989e-06
                0.55,          3.92065e-06
                0.56,          4.35322e-06
                0.57,          4.80655e-06
                0.58,          5.27956e-06
                0.59,          5.77116e-06
                 0.6,          6.28027e-06
                0.61,          6.80587e-06
                0.62,          7.34694e-06
                0.63,          7.90252e-06
                0.64,          8.47173e-06
                0.65,          9.05369e-06
                0.66,          9.64761e-06
                0.67,          1.02527e-05
                0.68,          1.08684e-05
                0.69,          1.14939e-05
                 0.7,          1.21287e-05
                0.71,          1.27722e-05
                0.72,          1.34239e-05
                0.73,          1.40832e-05
                0.74,          1.47499e-05
                0.75,          1.54234e-05
                0.76,          1.61033e-05
                0.77,          1.67894e-05
                0.78,          1.74812e-05
                0.79,          1.81784e-05
                 0.8,          1.88809e-05
                0.81,          1.95882e-05
                0.82,          2.03003e-05
                0.83,          2.10167e-05
                0.84,          2.17373e-05
                0.85,           2.2462e-05
                0.86,          2.31905e-05
                0.87,          2.39226e-05
                0.88,          2.46581e-05
                0.89,           2.5397e-05
                 0.9,          2.61391e-05
                0.91,          2.68842e-05
                0.92,          2.76322e-05
                0.93,          2.83829e-05
                0.94,          2.91364e-05
                0.95,          2.98924e-05
                0.96,          3.06508e-05
                0.97,          3.14116e-05
                0.98,          3.21747e-05
                0.99,            3.294e-05
                   1,          3.37073e-05
                1.01,          3.44767e-05
                1.02,           3.5248e-05
                1.03,          3.60212e-05
                1.04,          3.67962e-05
                1.05,          3.75729e-05
                1.06,          3.83514e-05
                1.07,          3.91315e-05
                1.08,          3.99131e-05
                1.09,          4.06963e-05
                 1.1,          4.14809e-05
                1.11,           4.2267e-05
                1.12,          4.30544e-05
                1.13,          4.38432e-05
                1.14,          4.46333e-05
                1.15,          4.54247e-05
                1.16,          4.62173e-05
                1.17,           4.7011e-05
                1.18,          4.78059e-05
                1.19,           4.8602e-05
                 1.2,          4.93991e-05
                1.21,          5.01972e-05
                1.22,          5.09964e-05
                1.23,          5.17966e-05
                1.24,          5.25978e-05
                1.25,          5.33999e-05
                1.26,          5.42029e-05
                1.27,          5.50068e-05
                1.28,          5.58116e-05
                1.29,          5.66173e-05
                 1.3,          5.74238e-05
                1.31,           5.8231e-05
                1.32,          5.90391e-05
                1.33,           5.9848e-05
                1.34,          6.06576e-05
                1.35,          6.14679e-05
                1.36,          6.22789e-05
                1.37,          6.30907e-05
                1.38,          6.39031e-05
                1.39,          6.47162e-05
                 1.4,          6.55299e-05
                1.41,          6.63443e-05
                1.42,          6.71593e-05
                1.43,          6.79749e-05
                1.44,          6.87911e-05
                1.45,          6.96078e-05
                1.46,          7.04252e-05
                1.47,          7.12431e-05
                1.48,          7.20616e-05
                1.49,          7.28806e-05
                 1.5,          7.37001e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 6)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.33616e-06
               -1.49,          1.32632e-06
               -1.48,          1.31648e-06
               -1.47,          1.30664e-06
               -1.46,           1.2968e-06
               -1.45,          1.28695e-06
               -1.44,           1.2771e-06
               -1.43,          1.26724e-06
               -1.42,          1.25739e-06
               -1.41,          1.24752e-06
                -1.4,          1.23766e-06
               -1.39,          1.22779e-06
               -1.38,          1.21792e-06
               -1.37,          1.20804e-06
               -1.36,          1.19816e-06
               -1.35,          1.18828e-06
               -1.34,          1.17839e-06
               -1.33,           1.1685e-06
               -1.32,           1.1586e-06
               -1.31,           1.1487e-06
                -1.3,          1.13879e-06
               -1.29,          1.12888e-06
               -1.28,          1.11896e-06
               -1.27,          1.10904e-06
               -1.26,          1.09912e-06
               -1.25,          1.08918e-06
               -1.24,          1.07924e-06
               -1.23,           1.0693e-06
               -1.22,          1.05935e-06
               -1.21,          1.04939e-06
                -1.2,          1.03943e-06
               -1.19,          1.02946e-06
               -1.18,          1.01948e-06
               -1.17,          1.00949e-06
               -1.16,          9.99502e-07
               -1.15,          9.89501e-07
               -1.14,          9.79492e-07
               -1.13,          9.69475e-07
               -1.12,          9.59448e-07
               -1.11,          9.49412e-07
                -1.1,          9.39366e-07
               -1.09,          9.29311e-07
               -1.08,          9.19245e-07
               -1.07,          9.09167e-07
               -1.06,          8.99079e-07
               -1.05,          8.88978e-07
               -1.04,          8.78865e-07
               -1.03,          8.68739e-07
               -1.02,          8.58599e-07
               -1.01,          8.48445e-07
                  -1,          8.38275e-07
               -0.99,           8.2809e-07
               -0.98,          8.17888e-07
               -0.97,          8.07669e-07
               -0.96,          7.97431e-07
               -0.95,          7.87174e-07
               -0.94,          7.76896e-07
               -0.93,          7.66597e-07
               -0.92,          7.56274e-07
               -0.91,          7.45928e-07
                -0.9,          7.35556e-07
               -0.89,          7.25156e-07
               -0.88,          7.14727e-07
               -0.87,          7.04267e-07
               -0.86,          6.93774e-07
               -0.85,          6.83246e-07
               -0.84,          6.72679e-07
               -0.83,          6.62072e-07
               -0.82,           6.5142e-07
               -0.81,          6.40722e-07
                -0.8,          6.29972e-07
               -0.79,          6.19166e-07
               -0.78,          6.08299e-07
               -0.77,          5.97367e-07
               -0.76,          5.86362e-07
               -0.75,          5.75276e-07
               -0.74,          5.64103e-07
               -0.73,          5.52831e-07
               -0.72,           5.4145e-07
               -0.71,          5.29945e-07
                -0.7,          5.18301e-07
               -0.69,          5.06497e-07
               -0.68,           4.9451e-07
               -0.67,          4.82308e-07
               -0.66,          4.69853e-07
               -0.65,          4.57094e-07
               -0.64,          4.43963e-07
               -0.63,          4.30364e-07
               -0.62,          4.16157e-07
               -0.61,          4.01121e-07
                -0.6,          3.84873e-07
               -0.59,          3.66629e-07
               -0.58,          3.44157e-07
               -0.57,                    0
               -0.56,                    0
               -0.55,                    0
               -0.54,                    0
               -0.53,                    0
               -0.52,                    0
               -0.51,                    0
                -0.5,                    0
               -0.49,                    0
               -0.48,                    0
               -0.47,                    0
               -0.46,                    0
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,          2.14116e-07
               -0.24,           2.1065e-07
               -0.23,          2.07126e-07
               -0.22,          2.03542e-07
               -0.21,          1.99893e-07
                -0.2,          1.96176e-07
               -0.19,          1.92387e-07
               -0.18,          1.88522e-07
               -0.17,          1.84577e-07
               -0.16,          1.80545e-07
               -0.15,          1.76421e-07
               -0.14,          1.72198e-07
               -0.13,          1.67869e-07
               -0.12,          1.63425e-07
               -0.11,          1.58857e-07
                -0.1,          1.54154e-07
               -0.09,          1.49303e-07
               -0.08,          1.44289e-07
               -0.07,          1.39094e-07
               -0.06,          1.33697e-07
               -0.05,          1.28073e-07
               -0.04,           1.2219e-07
               -0.03,           1.1601e-07
               -0.02,          1.09481e-07
               -0.01,          1.02537e-07
                   0,          9.50876e-08
                0.01,          8.70025e-08
                0.02,          7.80846e-08
                0.03,          6.80071e-08
                0.04,           5.6149e-08
                0.05,          4.09934e-08
                0.06,          1.44288e-08
                0.07,          3.11324e-08
                0.08,          4.36564e-08
                0.09,          5.21511e-08
                 0.1,          5.87123e-08
                0.11,          6.40958e-08
                0.12,           6.8676e-08
                0.13,          7.26707e-08
                0.14,          7.62203e-08
                0.15,          7.94222e-08
                0.16,          8.23476e-08
                0.17,          8.50515e-08
                0.18,          8.75781e-08
                0.19,          8.99646e-08
                 0.2,          9.22436e-08
                0.21,          9.44451e-08
                0.22,          9.65977e-08
                0.23,          9.87304e-08
                0.24,          1.00873e-07
                0.25,          1.03059e-07
                0.26,          1.05324e-07
                0.27,          1.07711e-07
                0.28,           1.1027e-07
                0.29,          1.13061e-07
                 0.3,          1.16159e-07
                0.31,          1.19656e-07
                0.32,          1.23671e-07
                0.33,          1.28356e-07
                0.34,           1.3391e-07
                0.35,          1.40598e-07
                0.36,          1.48777e-07
                0.37,          1.58933e-07
                0.38,          1.71735e-07
                0.39,          1.88109e-07
                 0.4,          2.09331e-07
                0.41,          2.37122e-07
                0.42,          2.73722e-07
                0.43,          3.21867e-07
                0.44,          3.84751e-07
                0.45,          4.67402e-07
                0.46,          5.75015e-07
                0.47,          7.05442e-07
                0.48,          8.59128e-07
                0.49,          1.03699e-06
                 0.5,          1.23976e-06
                0.51,          1.46794e-06
                0.52,          1.72184e-06
                0.53,          2.00151e-06
                0.54,          2.30679e-06
                0.55,          2.63728e-06
                0.56,          2.99242e-06
                0.57,          3.37145e-06
                0.58,           3.7735e-06
                0.59,          4.19759e-06
                 0.6,          4.64269e-06
                0.61,          5.10771e-06
                0.62,          5.59158e-06
                0.63,          6.09323e-06
                0.64,           6.6116e-06
                0.65,          7.14568e-06
                0.66,          7.69451e-06
                0.67,          8.25718e-06
                0.68,           8.8328e-06
                0.69,          9.42059e-06
                 0.7,          1.00198e-05
                0.71,          1.06296e-05
                0.72,          1.12495e-05
                0.73,          1.18788e-05
                0.74,          1.25169e-05
                0.75,          1.31634e-05
                0.76,          1.38176e-05
                0.77,          1.44793e-05
                0.78,          1.51478e-05
                0.79,           1.5823e-05
                 0.8,          1.65043e-05
                0.81,          1.71914e-05
                0.82,          1.78841e-05
                0.83,           1.8582e-05
                0.84,           1.9285e-05
                0.85,          1.99926e-05
                0.86,          2.07047e-05
                0.87,           2.1421e-05
                0.88,          2.21415e-05
                0.89,          2.28657e-05
                 0.9,          2.35937e-05
                0.91,          2.43252e-05
                0.92,            2.506e-05
                0.93,           2.5798e-05
                0.94,          2.65391e-05
                0.95,          2.72832e-05
                0.96,            2.803e-05
                0.97,          2.87795e-05
                0.98,          2.95316e-05
                0.99,          3.02862e-05
                   1,          3.10432e-05
                1.01,          3.18025e-05
                1.02,          3.25639e-05
                1.03,          3.33275e-05
                1.04,          3.40932e-05
                1.05,          3.48608e-05
                1.06,          3.56302e-05
                1.07,          3.64016e-05
                1.08,          3.71747e-05
                1.09,          3.79494e-05
                 1.1,          3.87259e-05
                1.11,          3.95039e-05
                1.12,          4.02835e-05
                1.13,          4.10645e-05
                1.14,           4.1847e-05
                1.15,          4.26309e-05
                1.16,          4.34162e-05
                1.17,          4.42027e-05
                1.18,          4.49905e-05
                1.19,          4.57796e-05
                 1.2,          4.65699e-05
                1.21,          4.73613e-05
                1.22,          4.81538e-05
                1.23,          4.89475e-05
                1.24,          4.97422e-05
                1.25,           5.0538e-05
                1.26,          5.13347e-05
                1.27,          5.21325e-05
                1.28,          5.29311e-05
                1.29,          5.37308e-05
                 1.3,          5.45313e-05
                1.31,          5.53327e-05
                1.32,           5.6135e-05
                1.33,          5.69381e-05
                1.34,           5.7742e-05
                1.35,          5.85467e-05
                1.36,          5.93522e-05
                1.37,          6.01585e-05
                1.38,          6.09655e-05
                1.39,          6.17732e-05
                 1.4,          6.25817e-05
                1.41,          6.33908e-05
                1.42,          6.42006e-05
                1.43,           6.5011e-05
                1.44,          6.58221e-05
                1.45,          6.66339e-05
                1.46,          6.74462e-05
                1.47,          6.82592e-05
                1.48,          6.90727e-05
                1.49,          6.98868e-05
                 1.5,          7.07015e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 7)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.37206e-06
               -1.49,          1.36223e-06
               -1.48,           1.3524e-06
               -1.47,          1.34257e-06
               -1.46,          1.33274e-06
               -1.45,           1.3229e-06
               -1.44,          1.31306e-06
               -1.43,          1.30322e-06
               -1.42,          1.29337e-06
               -1.41,          1.28352e-06
                -1.4,          1.27367e-06
               -1.39,          1.26381e-06
               -1.38,          1.25395e-06
               -1.37,          1.24409e-06
               -1.36,          1.23422e-06
               -1.35,          1.22435e-06
               -1.34,          1.21448e-06
               -1.33,           1.2046e-06
               -1.32,          1.19472e-06
               -1.31,          1.18483e-06
                -1.3,          1.17494e-06
               -1.29,          1.16505e-06
               -1.28,          1.15515e-06
               -1.27,          1.14524e-06
               -1.26,          1.13533e-06
               -1.25,          1.12542e-06
               -1.24,           1.1155e-06
               -1.23,          1.10558e-06
               -1.22,          1.09565e-06
               -1.21,          1.08571e-06
                -1.2,          1.07577e-06
               -1.19,          1.06583e-06
               -1.18,          1.05587e-06
               -1.17,          1.04591e-06
               -1.16,          1.03595e-06
               -1.15,          1.02597e-06
               -1.14,          1.01599e-06
               -1.13,            1.006e-06
               -1.12,          9.96007e-07
               -1.11,          9.86003e-07
                -1.1,           9.7599e-07
               -1.09,          9.65969e-07
               -1.08,          9.55939e-07
               -1.07,          9.45899e-07
               -1.06,          9.35849e-07
               -1.05,           9.2579e-07
               -1.04,          9.15719e-07
               -1.03,          9.05638e-07
               -1.02,          8.95544e-07
               -1.01,          8.85439e-07
                  -1,          8.75321e-07
               -0.99,          8.65189e-07
               -0.98,          8.55044e-07
               -0.97,          8.44884e-07
               -0.96,          8.34709e-07
               -0.95,          8.24517e-07
               -0.94,          8.14309e-07
               -0.93,          8.04083e-07
               -0.92,          7.93838e-07
               -0.91,          7.83573e-07
                -0.9,          7.73287e-07
               -0.89,           7.6298e-07
               -0.88,          7.52648e-07
               -0.87,          7.42292e-07
               -0.86,           7.3191e-07
               -0.85,            7.215e-07
               -0.84,           7.1106e-07
               -0.83,          7.00588e-07
               -0.82,          6.90082e-07
               -0.81,           6.7954e-07
                -0.8,          6.68959e-07
               -0.79,          6.58336e-07
               -0.78,          6.47668e-07
               -0.77,          6.36952e-07
               -0.76,          6.26182e-07
               -0.75,          6.15355e-07
               -0.74,          6.04465e-07
               -0.73,          5.93507e-07
               -0.72,          5.82475e-07
               -0.71,          5.71359e-07
                -0.7,          5.60152e-07
               -0.69,          5.48842e-07
               -0.68,          5.37419e-07
               -0.67,          5.25866e-07
               -0.66,          5.14168e-07
               -0.65,          5.02302e-07
               -0.64,          4.90242e-07
               -0.63,          4.77955e-07
               -0.62,          4.65399e-07
               -0.61,          4.52517e-07
                -0.6,          4.39233e-07
               -0.59,          4.25439e-07
               -0.58,           4.1097e-07
               -0.57,          3.95563e-07
               -0.56,          3.78735e-07
               -0.55,          3.59412e-07
               -0.54,          3.33735e-07
               -0.53,                    0
               -0.52,                    0
               -0.51,                    0
                -0.5,                    0
               -0.49,                    0
               -0.48,                    0
               -0.47,                    0
               -0.46,                    0
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,          2.12898e-07
                -0.2,          2.09412e-07
               -0.19,          2.05867e-07
               -0.18,          2.02259e-07
               -0.17,          1.98587e-07
               -0.16,          1.94845e-07
               -0.15,          1.91029e-07
               -0.14,          1.87136e-07
               -0.13,          1.83161e-07
               -0.12,          1.79097e-07
               -0.11,          1.74938e-07
                -0.1,          1.70679e-07
               -0.09,           1.6631e-07
               -0.08,          1.61823e-07
               -0.07,          1.57209e-07
               -0.06,          1.52454e-07
               -0.05,          1.47547e-07
               -0.04,           1.4247e-07
               -0.03,          1.37206e-07
               -0.02,          1.31732e-07
               -0.01,           1.2602e-07
                   0,          1.20037e-07
                0.01,          1.13739e-07
                0.02,          1.07071e-07
                0.03,          9.99599e-08
                0.04,          9.23023e-08
                0.05,          8.39489e-08
                0.06,          7.46667e-08
                0.07,          6.40531e-08
                0.08,          5.12882e-08
                0.09,          3.40317e-08
                 0.1,          1.61516e-08
                0.11,          3.63208e-08
                0.12,          4.69705e-08
                0.13,          5.46482e-08
                0.14,          6.07328e-08
                0.15,          6.57991e-08
                0.16,          7.01518e-08
                0.17,          7.39753e-08
                0.18,           7.7392e-08
                0.19,          8.04887e-08
                 0.2,          8.33299e-08
                0.21,          8.59663e-08
                0.22,          8.84393e-08
                0.23,          9.07841e-08
                0.24,          9.30323e-08
                0.25,          9.52132e-08
                0.26,          9.73555e-08
                0.27,          9.94883e-08
                0.28,          1.01642e-07
                0.29,          1.03852e-07
                 0.3,          1.06155e-07
                0.31,          1.08597e-07
                0.32,          1.11231e-07
                0.33,          1.14122e-07
                0.34,           1.1735e-07
                0.35,          1.21016e-07
                0.36,          1.25249e-07
                0.37,          1.30217e-07
                0.38,          1.36139e-07
                0.39,           1.4331e-07
                 0.4,          1.52127e-07
                0.41,          1.63135e-07
                0.42,          1.77083e-07
                0.43,          1.95012e-07
                0.44,          2.18342e-07
                0.45,          2.48976e-07
                0.46,          2.89334e-07
                0.47,          3.42311e-07
                0.48,          4.11376e-07
                0.49,          5.02844e-07
                 0.5,          6.18613e-07
                0.51,          7.57119e-07
                0.52,          9.19196e-07
                0.53,           1.1057e-06
                0.54,          1.31728e-06
                0.55,          1.55437e-06
                0.56,          1.81717e-06
                0.57,          2.10566e-06
                0.58,          2.41959e-06
                0.59,          2.75849e-06
                 0.6,          3.12174e-06
                0.61,          3.50853e-06
                0.62,          3.91793e-06
                0.63,          4.34896e-06
                0.64,          4.80057e-06
                0.65,          5.27166e-06
                0.66,          5.76117e-06
                0.67,          6.26803e-06
                0.68,           6.7912e-06
                0.69,           7.3297e-06
                 0.7,          7.88257e-06
                0.71,          8.44893e-06
                0.72,          9.02792e-06
                0.73,          9.61875e-06
                0.74,          1.02207e-05
                0.75,          1.08331e-05
                0.76,          1.14552e-05
                0.77,          1.20865e-05
                0.78,          1.27264e-05
                0.79,          1.33745e-05
                 0.8,          1.40301e-05
                0.81,           1.4693e-05
                0.82,          1.53627e-05
                0.83,          1.60387e-05
                0.84,          1.67208e-05
                0.85,          1.74086e-05
                0.86,          1.81019e-05
                0.87,          1.88002e-05
                0.88,          1.95035e-05
                0.89,          2.02113e-05
                 0.9,          2.09236e-05
                0.91,            2.164e-05
                0.92,          2.23604e-05
                0.93,          2.30846e-05
                0.94,          2.38124e-05
                0.95,          2.45436e-05
                0.96,          2.52782e-05
                0.97,          2.60158e-05
                0.98,          2.67565e-05
                0.99,          2.75001e-05
                   1,          2.82464e-05
                1.01,          2.89954e-05
                1.02,           2.9747e-05
                1.03,          3.05009e-05
                1.04,          3.12572e-05
                1.05,          3.20158e-05
                1.06,          3.27765e-05
                1.07,          3.35393e-05
                1.08,          3.43042e-05
                1.09,          3.50709e-05
                 1.1,          3.58396e-05
                1.11,            3.661e-05
                1.12,          3.73822e-05
                1.13,          3.81561e-05
                1.14,          3.89315e-05
                1.15,          3.97086e-05
                1.16,          4.04872e-05
                1.17,          4.12672e-05
                1.18,          4.20487e-05
                1.19,          4.28315e-05
                 1.2,          4.36157e-05
                1.21,          4.44012e-05
                1.22,          4.51879e-05
                1.23,          4.59759e-05
                1.24,           4.6765e-05
                1.25,          4.75553e-05
                1.26,          4.83467e-05
                1.27,          4.91392e-05
                1.28,          4.99327e-05
                1.29,          5.07273e-05
                 1.3,          5.15228e-05
                1.31,          5.23194e-05
                1.32,          5.31169e-05
                1.33,          5.39153e-05
                1.34,          5.47146e-05
                1.35,          5.55147e-05
                1.36,          5.63158e-05
                1.37,          5.71176e-05
                1.38,          5.79203e-05
                1.39,          5.87237e-05
                 1.4,          5.95279e-05
                1.41,          6.03329e-05
                1.42,          6.11386e-05
                1.43,          6.19451e-05
                1.44,          6.27522e-05
                1.45,            6.356e-05
                1.46,          6.43685e-05
                1.47,          6.51776e-05
                1.48,          6.59874e-05
                1.49,          6.67978e-05
                 1.5,          6.76088e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 8)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.40645e-06
               -1.49,          1.39663e-06
               -1.48,          1.38681e-06
               -1.47,          1.37699e-06
               -1.46,          1.36716e-06
               -1.45,          1.35734e-06
               -1.44,          1.34751e-06
               -1.43,          1.33767e-06
               -1.42,          1.32784e-06
               -1.41,            1.318e-06
                -1.4,          1.30815e-06
               -1.39,          1.29831e-06
               -1.38,          1.28846e-06
               -1.37,          1.27861e-06
               -1.36,          1.26875e-06
               -1.35,           1.2589e-06
               -1.34,          1.24903e-06
               -1.33,          1.23917e-06
               -1.32,           1.2293e-06
               -1.31,          1.21943e-06
                -1.3,          1.20955e-06
               -1.29,          1.19967e-06
               -1.28,          1.18979e-06
               -1.27,           1.1799e-06
               -1.26,          1.17001e-06
               -1.25,          1.16011e-06
               -1.24,          1.15021e-06
               -1.23,           1.1403e-06
               -1.22,          1.13039e-06
               -1.21,          1.12047e-06
                -1.2,          1.11055e-06
               -1.19,          1.10063e-06
               -1.18,          1.09069e-06
               -1.17,          1.08075e-06
               -1.16,          1.07081e-06
               -1.15,          1.06086e-06
               -1.14,           1.0509e-06
               -1.13,          1.04094e-06
               -1.12,          1.03097e-06
               -1.11,          1.02099e-06
                -1.1,          1.01101e-06
               -1.09,          1.00102e-06
               -1.08,          9.91015e-07
               -1.07,          9.81007e-07
               -1.06,           9.7099e-07
               -1.05,          9.60964e-07
               -1.04,          9.50929e-07
               -1.03,          9.40884e-07
               -1.02,          9.30829e-07
               -1.01,          9.20764e-07
                  -1,          9.10688e-07
               -0.99,            9.006e-07
               -0.98,          8.90501e-07
               -0.97,          8.80389e-07
               -0.96,          8.70264e-07
               -0.95,          8.60126e-07
               -0.94,          8.49973e-07
               -0.93,          8.39805e-07
               -0.92,          8.29621e-07
               -0.91,          8.19421e-07
                -0.9,          8.09204e-07
               -0.89,          7.98968e-07
               -0.88,          7.88714e-07
               -0.87,          7.78438e-07
               -0.86,          7.68141e-07
               -0.85,          7.57822e-07
               -0.84,          7.47478e-07
               -0.83,          7.37109e-07
               -0.82,          7.26713e-07
               -0.81,          7.16288e-07
                -0.8,          7.05832e-07
               -0.79,          6.95343e-07
               -0.78,           6.8482e-07
               -0.77,          6.74258e-07
               -0.76,          6.63656e-07
               -0.75,          6.53011e-07
               -0.74,          6.42319e-07
               -0.73,          6.31576e-07
               -0.72,          6.20778e-07
               -0.71,           6.0992e-07
                -0.7,          5.98997e-07
               -0.69,          5.88002e-07
               -0.68,          5.76929e-07
               -0.67,          5.65768e-07
               -0.66,          5.54511e-07
               -0.65,          5.43146e-07
               -0.64,           5.3166e-07
               -0.63,          5.20037e-07
               -0.62,          5.08257e-07
               -0.61,          4.96297e-07
                -0.6,          4.84128e-07
               -0.59,          4.71713e-07
               -0.58,          4.59002e-07
               -0.57,           4.4593e-07
               -0.56,          4.32406e-07
               -0.55,          4.18299e-07
               -0.54,          4.03403e-07
               -0.53,          3.87368e-07
               -0.52,          3.69496e-07
               -0.51,          3.47944e-07
                -0.5,                    0
               -0.49,                    0
               -0.48,                    0
               -0.47,                    0
               -0.46,                    0
               -0.45,                    0
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,                    0
                -0.2,                    0
               -0.19,                    0
               -0.18,          2.14617e-07
               -0.17,          2.11159e-07
               -0.16,          2.07644e-07
               -0.15,          2.04068e-07
               -0.14,          2.00429e-07
               -0.13,          1.96722e-07
               -0.12,          1.92943e-07
               -0.11,           1.8909e-07
                -0.1,          1.85156e-07
               -0.09,          1.81136e-07
